2025-03-19T00:18:09, 2401, longest-nice-subarray, Medium, https://leetcode.com/problems/longest-nice-subarray
2025-03-19T23:17:02, 3191, minimum-operations-to-make-binary-array-elements-equal-to-one-i, Medium, https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/2025-03-21T16:58:06, 3108, minimum-cost-walk-in-weighted-graph, Hard, https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph
